3.00000e+02	1.00000e+00	3.53914e-12
4.98990e+02	1.00000e+00	3.53914e-12
6.97980e+02	1.00000e+00	3.53914e-12
8.96970e+02	1.00000e+00	3.53914e-12
1.09596e+03	1.00000e+00	3.53914e-12
1.29495e+03	1.00000e+00	3.53914e-12
1.49394e+03	1.00000e+00	3.53914e-12
1.69293e+03	1.00000e+00	3.53914e-12
1.89192e+03	1.00000e+00	1.73396e-10
2.09091e+03	1.00000e+00	3.16309e-09
2.28990e+03	1.00000e+00	3.49299e-08
2.48889e+03	1.00000e+00	2.63294e-07
2.68788e+03	9.99999e-01	1.47427e-06
2.88687e+03	9.99993e-01	6.51975e-06
3.08586e+03	9.99976e-01	2.38332e-05
3.28485e+03	9.99925e-01	7.45461e-05
3.48384e+03	9.99795e-01	2.04894e-04
3.68283e+03	9.99495e-01	5.05319e-04
3.88182e+03	9.98863e-01	1.13691e-03
4.08081e+03	9.97635e-01	2.36473e-03
4.27980e+03	9.95404e-01	4.59608e-03
4.47879e+03	9.91580e-01	8.42013e-03
4.67778e+03	9.85357e-01	1.46433e-02
4.87677e+03	9.75688e-01	2.43118e-02
5.07576e+03	9.61289e-01	3.87111e-02
5.27475e+03	9.40674e-01	5.93261e-02
5.47374e+03	9.12252e-01	8.77478e-02
5.67273e+03	8.74492e-01	1.25508e-01
5.87172e+03	8.26163e-01	1.73837e-01
6.07071e+03	7.66657e-01	2.33343e-01
6.26970e+03	6.96338e-01	3.03662e-01
6.46869e+03	6.16845e-01	3.83155e-01
6.66768e+03	5.31218e-01	4.68782e-01
6.86667e+03	4.43706e-01	5.56294e-01
7.06566e+03	3.59151e-01	6.40849e-01
7.26465e+03	2.82060e-01	7.17940e-01
7.46364e+03	2.15673e-01	7.84327e-01
7.66263e+03	1.61422e-01	8.38578e-01
7.86162e+03	1.19017e-01	8.80983e-01
8.06061e+03	8.69978e-02	9.13002e-01
8.25960e+03	6.33983e-02	9.36602e-01
8.45859e+03	4.62620e-02	9.53738e-01
8.65758e+03	3.39100e-02	9.66090e-01
8.85657e+03	2.50214e-02	9.74979e-01
9.05556e+03	1.86101e-02	9.81390e-01
9.25455e+03	1.39625e-02	9.86038e-01
9.45354e+03	1.05706e-02	9.89429e-01
9.65253e+03	8.07592e-03	9.91924e-01
9.85152e+03	6.22584e-03	9.93774e-01
1.00505e+04	4.84205e-03	9.95158e-01
1.02495e+04	3.79813e-03	9.96202e-01
1.04485e+04	3.00392e-03	9.96996e-01
1.06475e+04	2.39470e-03	9.97605e-01
1.08465e+04	1.92360e-03	9.98076e-01
1.10455e+04	1.55648e-03	9.98444e-01
1.12444e+04	1.26825e-03	9.98732e-01
1.14434e+04	1.04033e-03	9.98960e-01
1.16424e+04	8.58850e-04	9.99141e-01
1.18414e+04	7.13387e-04	9.99287e-01
1.20404e+04	5.96052e-04	9.99404e-01
1.22394e+04	5.00826e-04	9.99499e-01
1.24384e+04	4.23090e-04	9.99577e-01
1.26374e+04	3.59274e-04	9.99641e-01
1.28364e+04	3.06602e-04	9.99693e-01
1.30354e+04	2.62902e-04	9.99737e-01
1.32343e+04	2.26465e-04	9.99774e-01
1.34333e+04	1.95937e-04	9.99804e-01
1.36323e+04	1.70242e-04	9.99830e-01
1.38313e+04	1.48519e-04	9.99851e-01
1.40303e+04	1.30074e-04	9.99870e-01
1.42293e+04	1.14349e-04	9.99886e-01
1.44283e+04	1.00889e-04	9.99899e-01
1.46273e+04	8.93233e-05	9.99911e-01
1.48263e+04	7.93487e-05	9.99921e-01
1.50253e+04	7.07155e-05	9.99929e-01
1.52242e+04	6.32174e-05	9.99937e-01
1.54232e+04	5.66834e-05	9.99943e-01
1.56222e+04	5.09713e-05	9.99949e-01
1.58212e+04	4.59619e-05	9.99954e-01
1.60202e+04	4.15557e-05	9.99958e-01
1.62192e+04	3.76686e-05	9.99962e-01
1.64182e+04	3.42298e-05	9.99966e-01
1.66172e+04	3.11793e-05	9.99969e-01
1.68162e+04	2.84660e-05	9.99972e-01
1.70152e+04	2.60465e-05	9.99974e-01
1.72141e+04	2.38835e-05	9.99976e-01
1.74131e+04	2.19453e-05	9.99978e-01
1.76121e+04	2.02043e-05	9.99980e-01
1.78111e+04	1.86370e-05	9.99981e-01
1.80101e+04	1.72230e-05	9.99983e-01
1.82091e+04	1.59445e-05	9.99984e-01
1.84081e+04	1.47862e-05	9.99985e-01
1.86071e+04	1.37346e-05	9.99986e-01
1.88061e+04	1.27782e-05	9.99987e-01
1.90051e+04	1.19065e-05	9.99988e-01
1.92040e+04	1.11107e-05	9.99989e-01
1.94030e+04	1.03829e-05	9.99990e-01
1.96020e+04	9.71618e-06	9.99990e-01
1.98010e+04	9.10432e-06	9.99991e-01
2.00000e+04	8.54195e-06	9.99991e-01
